Date,0
2023-05-18,
2023-05-19,
2023-05-22,
2023-05-23,
2023-05-24,
2023-05-25,
2023-05-26,
2023-05-29,
2023-05-30,
2023-05-31,
2023-06-01,
2023-06-02,
2023-06-05,
2023-06-06,
2023-06-07,
2023-06-08,
2023-06-09,
2023-06-12,
2023-06-13,
2023-06-14,
2023-06-15,
2023-06-16,
2023-06-19,
2023-06-20,
2023-06-21,
2023-06-22,
2023-06-23,
2023-06-26,
2023-06-27,
2023-06-28,
2023-06-29,
2023-06-30,
2023-07-03,
2023-07-04,
2023-07-05,
2023-07-06,
2023-07-07,
2023-07-10,
2023-07-11,
2023-07-12,
2023-07-13,
2023-07-14,
2023-07-17,
2023-07-18,
2023-07-19,
2023-07-20,
2023-07-21,
2023-07-24,
2023-07-25,
2023-07-26,
2023-07-27,
2023-07-28,
2023-07-31,
2023-08-01,
2023-08-02,
2023-08-03,
2023-08-04,
2023-08-07,
2023-08-08,
2023-08-09,1.349018723191442
2023-08-10,0.40210362642354625
2023-08-11,-0.36571652441422486
2023-08-14,-0.41466961727309837
2023-08-15,-0.5977687612602551
2023-08-16,-0.5815452935252594
2023-08-17,-0.7409687873812416
2023-08-18,-0.8764014407612137
2023-08-21,-0.7303680819430411
2023-08-22,-0.7085140593026864
2023-08-23,-0.9771239120970705
2023-08-24,-0.9173811430659313
2023-08-25,-1.1794543837711586
2023-08-28,-0.5330334216219583
2023-08-29,-1.0244664438469613
2023-08-30,-1.200741380269882
2023-08-31,-0.7212860410573256
2023-09-01,0.19434231277578107
2023-09-04,0.2896726545000874
2023-09-05,0.8150998637329536
2023-09-06,0.6173048079995382
2023-09-07,0.126860066997736
2023-09-08,0.23922964681997883
2023-09-11,0.5975396193722418
2023-09-12,0.793087494241405
2023-09-13,0.8977437049097645
2023-09-14,1.9432858284417023
2023-09-15,1.8317482249946693
2023-09-18,1.4721415203073605
2023-09-19,1.7013529947791355
2023-09-20,1.3051963081434295
2023-09-21,1.4752581527362523
2023-09-22,1.2191549614568942
2023-09-25,0.8132583241662843
2023-09-26,1.7260059948454867
2023-09-27,2.947945205853486
2023-09-28,3.5124951944621188
2023-09-29,4.4728460826938985
2023-10-02,4.376034999006322
2023-10-03,4.200384918988895
2023-10-04,4.316363772307042
2023-10-05,4.976270317715098
2023-10-06,5.81431160965375
2023-10-09,6.309982670730108
2023-10-10,7.698547007037021
2023-10-11,8.869024863389264
2023-10-12,9.997115064152702
2023-10-13,10.854896918026704
2023-10-16,10.800379760013449
2023-10-17,11.455567780235107
2023-10-18,10.152428896938012
2023-10-19,9.745264374954502
2023-10-20,9.702303530309806
2023-10-23,8.829786083180196
2023-10-24,8.27407150844732
2023-10-25,9.19509529115819
2023-10-26,10.344802346382885
2023-10-27,9.242398349318911
2023-10-30,9.590458077938024
2023-10-31,8.581816637667686
2023-11-01,8.545781737317164
2023-11-02,7.884792878159288
2023-11-03,6.956352380834588
2023-11-06,6.811547904021587
2023-11-07,6.804835432206957
2023-11-08,7.9460483919746565
2023-11-09,8.857116942438694
2023-11-10,10.60202977090674
2023-11-13,11.811960877642363
2023-11-14,11.888482347290065
2023-11-15,12.136147022300278
2023-11-16,12.688313560891459
2023-11-17,12.808971938162706
2023-11-20,14.472163971295835
2023-11-21,14.280630829655273
2023-11-22,13.660766321996654
2023-11-23,13.706162841891974
2023-11-24,13.742188307450952
2023-11-27,14.146516698531393
2023-11-28,13.028301495579484
2023-11-29,12.263490444130085
2023-11-30,11.778198272313382
2023-12-01,11.544361610778672
2023-12-04,10.694482300278331
2023-12-05,10.559380808913687
2023-12-06,8.694045329389802
2023-12-07,6.550259064490895
2023-12-08,4.322540584959846
2023-12-11,2.174702077220225
2023-12-12,0.2995536855538532
2023-12-13,-1.1248371193503104
2023-12-14,-1.7939124904928576
2023-12-15,-3.005000723012408
2023-12-18,-3.1784216521251807
2023-12-19,-2.9258059942667174
2023-12-20,-2.6005880532051577
2023-12-21,-1.5958023600758935
2023-12-22,-1.5032470883835813
2023-12-25,-2.2538792190876933
2023-12-26,-2.0355178989123885
2023-12-27,-1.6263051749418622
2023-12-28,-1.3964188215741231
2023-12-29,-1.3402704755486283
2024-01-01,-0.6959623702378295
2024-01-02,-0.595872817676991
2024-01-03,-0.5417698969645031
2024-01-04,-0.33564883833724934
2024-01-05,-0.7578491330746715
2024-01-08,-1.026597529705974
2024-01-09,-0.6201129165998438
2024-01-10,0.8709926391008267
2024-01-11,1.478118033274832
2024-01-12,1.857598689767272
2024-01-15,2.67051979248658
2024-01-16,3.554485071554936
2024-01-17,4.283163244804719
2024-01-18,4.3749415268204785
2024-01-19,3.9646189321557017
2024-01-22,3.209330362103536
2024-01-23,3.4740254350167206
2024-01-24,3.7391955772709196
2024-01-25,3.3317128500884508
2024-01-26,3.1892132901477908
2024-01-29,3.634015751659497
2024-01-30,3.253176708579737
2024-01-31,3.6876813798129007
2024-02-01,5.0303249008676545
2024-02-02,5.381712643646225
2024-02-05,7.1309026949979355
2024-02-06,8.851207552450617
2024-02-07,8.955573612078688
2024-02-08,10.28718827474588
2024-02-09,12.14504318288138
2024-02-12,13.327942429634412
2024-02-13,13.81820275834523
2024-02-14,15.15846849237387
2024-02-15,13.395848394621659
2024-02-16,12.150034990788342
2024-02-19,10.60677217756325
2024-02-20,9.148212549052147
2024-02-21,8.43186352632356
2024-02-22,8.951079644652168
2024-02-23,7.786346499084544
2024-02-26,7.909771398386518
2024-02-27,7.250522938941458
2024-02-28,6.740119345316771
2024-02-29,6.833369270892938
2024-03-01,7.312561057789253
2024-03-04,7.11354143904564
2024-03-05,7.594226209364628
2024-03-06,7.642134493162885
2024-03-07,8.609797163275331
2024-03-08,9.684332909495076
2024-03-11,9.568833962518255
2024-03-12,8.474824857929796
2024-03-13,7.643869182429341
2024-03-14,7.216314881465664
2024-03-15,7.838249489040734
2024-03-18,8.27662001759569
2024-03-19,7.995276271674747
2024-03-20,6.81045822771825
2024-03-21,5.84134840648364
2024-03-22,5.649358654078327
2024-03-25,5.151584057062365
2024-03-26,4.446627547235408
2024-03-27,4.44643572457597
2024-03-28,3.677708425704651
2024-03-29,3.2624723272991787
2024-04-01,2.235094128256911
2024-04-02,-0.635510986796497
2024-04-03,-0.5244163343452044
2024-04-04,-0.3241496018747938
2024-04-05,-0.07970108075805626
2024-04-08,0.6243810880452401
2024-04-09,1.4973578701513048
2024-04-10,1.6093667719378288
2024-04-11,1.1153956294588383
2024-04-12,0.5450170108337744
2024-04-15,1.0494107210723413
2024-04-16,1.2227437704081439
2024-04-17,1.162643041228847
2024-04-18,1.1675919208610708
2024-04-19,0.4450650246158432
2024-04-22,1.0394657282617317
2024-04-23,1.0129810128078844
2024-04-24,1.8288034291706197
2024-04-25,2.0176928337170565
2024-04-26,2.913552438573234
2024-04-29,3.5439677046463274
2024-04-30,4.139062418109425
2024-05-01,4.8714919346762215
2024-05-02,4.6712966206065545
2024-05-03,4.531460752376802
2024-05-06,4.826446999098017
2024-05-07,4.521307330182864
2024-05-08,5.585549728653895
2024-05-09,5.662233203757445
2024-05-10,5.574939344582965
2024-05-13,4.883722973601053
2024-05-14,4.560607563179147
2024-05-15,4.745885584156412
2024-05-16,4.71032481512696
2024-05-17,4.6095300654513025
2024-05-20,5.254018231388066
2024-05-21,5.244823556977359
2024-05-22,4.461384166515693
2024-05-23,3.957532012537598
2024-05-24,4.047224808687091
2024-05-27,4.2006190348765315
2024-05-28,4.466982059380413
2024-05-29,5.10494811852098
2024-05-30,5.796816345560778
2024-05-31,6.184216323185183
2024-06-03,6.565060311359694
2024-06-04,6.565969149147797
2024-06-05,6.048565352521983
2024-06-06,5.848522488507214
2024-06-07,6.613913538285388
2024-06-10,6.857460419297162
2024-06-11,7.218580395363752
2024-06-12,7.629699653775681
2024-06-13,7.554410499542051
2024-06-14,7.34156000563641
2024-06-17,6.411510663392882
2024-06-18,5.764538186943156
2024-06-19,4.3151654388304905
2024-06-20,4.2105665682462
2024-06-21,3.1549039310374383
2024-06-24,3.5085718499638716
2024-06-25,2.8846896116090974
2024-06-26,2.4008924587583635
2024-06-27,2.1709415937173446
2024-06-28,1.6723623366706235
2024-07-01,1.6023164624781217
2024-07-02,1.378967355620098
