Date,Close
2023-05-18,63.1429617458743
2023-05-19,63.9403470747621
2023-05-22,64.65709185691084
2023-05-23,63.20942753103223
2023-05-24,61.8691023041694
2023-05-25,64.23174425256009
2023-05-26,60.07578527977449
2023-05-29,59.47266961473825
2023-05-30,60.43251033163477
2023-05-31,58.953563414290976
2023-06-01,57.44818357380829
2023-06-02,57.80368606771982
2023-06-05,60.11826621525943
2023-06-06,59.00041972908485
2023-06-07,58.78225388979028
2023-06-08,58.49069997303205
2023-06-09,61.25309391083425
2023-06-12,65.36328196207732
2023-06-13,66.12679021241638
2023-06-14,66.6556522701877
2023-06-15,67.38317032391538
2023-06-16,69.0684665350675
2023-06-19,68.04817652796308
2023-06-20,69.38770542335067
2023-06-21,67.35699141266231
2023-06-22,66.71039957222473
2023-06-23,68.6222112169994
2023-06-26,67.43165482417473
2023-06-27,67.37826554733192
2023-06-28,65.85361893840609
2023-06-29,65.66211023411573
2023-06-30,62.82441663948694
2023-07-03,61.301443650075534
2023-07-04,60.58456700683638
2023-07-05,61.45953989570288
2023-07-06,61.06932056936496
2023-07-07,61.49324118359117
2023-07-10,62.7014448033761
2023-07-11,60.466125847770975
2023-07-12,61.19134670818662
2023-07-13,60.56839339612066
2023-07-14,57.81428576318927
2023-07-17,56.83419247924776
2023-07-18,57.08924490345744
2023-07-19,57.11952733595728
2023-07-20,56.28954095986849
2023-07-21,59.5434641072476
2023-07-24,59.65061074735102
2023-07-25,60.91468821010999
2023-07-26,63.49468099762824
2023-07-27,62.12192006002012
2023-07-28,60.29656149330899
2023-07-31,62.72920158253654
2023-08-01,62.05868236554621
2023-08-02,62.6691807869363
2023-08-03,65.23465511556734
2023-08-04,65.07950348740493
2023-08-07,67.51545299124281
2023-08-08,68.99754654449015
2023-08-09,69.23666134569739
2023-08-10,68.8880442964904
2023-08-11,70.76236958900678
2023-08-14,70.95762263538998
2023-08-15,69.4736096150843
2023-08-16,71.24536546573816
2023-08-17,72.5535012193451
2023-08-18,73.16230224974673
2023-08-21,73.07391963371025
2023-08-22,71.76937609627863
2023-08-23,72.75082740504595
2023-08-24,73.17718095130215
2023-08-25,72.63963771168507
2023-08-28,73.52168424311786
2023-08-29,73.06545855291448
2023-08-30,70.75954159476053
2023-08-31,71.70481005804693
2023-09-01,69.83745846218737
2023-09-04,69.6534770927009
2023-09-05,67.87255980573285
2023-09-06,66.05665244774151
2023-09-07,68.49858848617939
2023-09-08,67.69208169239928
2023-09-11,69.61727932253875
2023-09-12,70.79510203525118
2023-09-13,70.52797433307435
2023-09-14,67.70149173108749
2023-09-15,66.9525454606512
2023-09-18,65.82279549432663
2023-09-19,68.27052454973277
2023-09-20,69.06571200310485
2023-09-21,70.39988285945961
2023-09-22,69.25409003219775
2023-09-25,70.80052512324394
2023-09-26,72.10528892519893
2023-09-27,70.41989541016963
2023-09-28,71.46881418944503
2023-09-29,69.05154975135119
2023-10-02,67.74101019863396
2023-10-03,69.00823873644043
2023-10-04,68.91951428990879
2023-10-05,69.86272357396564
2023-10-06,66.94483233374618
2023-10-09,68.7442534906511
