Date,Close
2023-05-18,48.91436939669944
2023-05-19,49.91171484328302
2023-05-22,50.19469334133502
2023-05-23,48.68839862741692
2023-05-24,48.10979837544839
2023-05-25,49.76123491254554
2023-05-26,47.334555669152465
2023-05-29,46.90564304029629
2023-05-30,48.17157929900182
2023-05-31,47.30483889673672
2023-06-01,46.62595274511467
2023-06-02,46.531243776177774
2023-06-05,48.02263340230206
2023-06-06,47.38373140561741
2023-06-07,46.939749445971344
2023-06-08,46.50539817035283
2023-06-09,48.711328253078285
2023-06-12,50.898114342052075
2023-06-13,51.90216823993095
2023-06-14,52.288354639105805
2023-06-15,53.025723215002046
2023-06-16,54.51645524315285
2023-06-19,53.58062137475046
2023-06-20,54.756450419532555
2023-06-21,53.50256975178355
2023-06-22,52.864818249330135
2023-06-23,53.77192344513044
2023-06-26,52.343242744904465
2023-06-27,52.2031740247158
2023-06-28,51.34141912885612
2023-06-29,51.08579975832552
2023-06-30,48.28721065286479
2023-07-03,46.51567754835495
2023-07-04,45.81580031375703
2023-07-05,46.743262745515615
2023-07-06,46.569627062725395
2023-07-07,46.57247297862221
2023-07-10,47.26069568972449
2023-07-11,46.38115934671544
2023-07-12,46.66478667052273
2023-07-13,45.85942015245712
2023-07-14,44.13175065833651
2023-07-17,43.74085086458141
2023-07-18,44.31465672698646
2023-07-19,44.65324577798627
2023-07-20,44.64141528350745
2023-07-21,47.033780549445176
2023-07-24,47.446692709753954
2023-07-25,48.4254287156913
2023-07-26,50.66357205418925
2023-07-27,49.369486731028005
2023-07-28,48.33069852082305
2023-07-31,50.07441074594598
2023-08-01,49.276348010704915
2023-08-02,49.30603124100825
2023-08-03,50.375347210432594
2023-08-04,51.266053601725766
2023-08-07,53.02093978370688
2023-08-08,54.516583920740345
2023-08-09,55.58597659044608
2023-08-10,54.81326787619889
2023-08-11,55.60813054399211
2023-08-14,55.92240253849898
2023-08-15,54.59613707855852
2023-08-16,56.01343612503537
2023-08-17,56.82067265961394
2023-08-18,56.86616274024504
2023-08-21,56.633070679260626
2023-08-22,55.434769534559834
2023-08-23,55.63429360811847
2023-08-24,56.10273272756412
2023-08-25,55.27157774332083
2023-08-28,56.43378179242036
2023-08-29,55.33657874593733
2023-08-30,53.21347839589489
2023-08-31,54.253205486787586
2023-09-01,53.84983944868548
2023-09-04,53.723809863372466
2023-09-05,52.88629314054741
2023-09-06,51.280330379830005
2023-09-07,52.53556775455423
2023-09-08,51.846698770707306
2023-09-11,53.50765125885525
2023-09-12,54.31495944506597
2023-09-13,54.000201298348514
2023-09-14,52.91429889722165
2023-09-15,52.18183691050119
2023-09-18,50.96931377940602
2023-09-19,53.05642713899421
2023-09-20,53.22086836922403
2023-09-21,54.371073911770665
2023-09-22,53.10372186276044
2023-09-25,53.28475699235744
2023-09-26,54.46261893116602
2023-09-27,54.127608169233
2023-09-28,55.15872262815474
2023-09-29,54.074154716148975
2023-10-02,52.71068317153039
2023-10-03,53.09008378360853
2023-10-04,52.71090734903598
2023-10-05,53.35296203830781
2023-10-06,51.37507410678736
2023-10-09,52.08733874225788
2023-10-10,54.68564266952719
2023-10-11,54.661016688095714
2023-10-12,54.695158817005556
2023-10-13,54.87470830164423
2023-10-16,53.012732590852444
2023-10-17,53.43887923054275
2023-10-18,51.83346948652679
2023-10-19,51.405789888402985
2023-10-20,52.648659438006725
2023-10-23,51.91344248190665
2023-10-24,52.41469147147404
2023-10-25,53.42743052543042
2023-10-26,53.70617138152642
2023-10-27,52.335222911431806
2023-10-30,52.00274763608039
2023-10-31,53.96215897846868
2023-11-01,51.93711321547121
2023-11-02,51.66132720160503
2023-11-03,51.10921913011693
2023-11-06,51.229966493214064
2023-11-07,51.9781821104013
2023-11-08,53.58687307842335
2023-11-09,53.31664068641419
2023-11-10,54.128982016391014
2023-11-13,54.628722161256185
2023-11-14,55.10306945912799
2023-11-15,54.53914552760151
2023-11-16,53.54182405882561
2023-11-17,52.441780946204915
2023-11-20,51.68534373680579
2023-11-21,52.007030312672015
2023-11-22,52.76797970580035
2023-11-23,53.091448553657244
2023-11-24,52.542493457461504
2023-11-27,54.34846356739398
2023-11-28,55.86732919102552
2023-11-29,55.51332907827534
2023-11-30,54.689897672289675
2023-12-01,54.820112626447646
2023-12-04,56.087411271502
2023-12-05,56.420176248756114
2023-12-06,56.976724953666164
2023-12-07,56.764644831390534
2023-12-08,57.220915726592764
2023-12-11,58.765460178048905
2023-12-12,58.525791396571194
2023-12-13,58.669099129079065
2023-12-14,58.922915605628695
2023-12-15,59.20664096139973
